,attitude,tweets
27422,neutral,I may or may not be in love with Ice Cube's son
27425,neutral,"""As Super Eagles head coach"
27426,neutral,They should just say fuck Chris Tucker and make another Friday with Ice Cube's son and DC Young Fly
27427,neutral,"""Don't think there will be a new episode of Naruto tomorrow. Welp"
27428,neutral,"""The new @MULawPoll comes out tomorrow"
27431,neutral,"""David Wright may not be an everyday player when he returns until his back is full strength again"
27432,neutral,4 the Record: Ryan Braun smacks 252nd career hr-1 more than Robin Yount; wild #Brewers Marlins Wed matinee; the story on #FOX 6 SPORTS 5P
27433,neutral,Canucks tickets went on sale August 17th for their training camp in Prince George. Who's going?... http://t.co/Ji3pOgATLT
27434,neutral,Mama G said we could go see Paper Towns tomorrow and I SWEAR if she cancels on me
27435,neutral,An eclipse is just the sun's attempt to hide from Chuck Norris
27438,neutral,Who's ready for WWE SummerSlam this Sunday!! Watch John Cena - WWE Universe take on Seth Rollins for the WWE... http://t.co/eRadCgH14E
27440,neutral,Hopefully the weeknd doesn't pull a frank ocean and drops his album on time! August 28th!
27441,neutral,"""And as we all know"
27442,neutral,Guys help me out.  Sunday should I wear the Brock Lesnar Suplex City shirt or Dean Ambrose?
27444,neutral,Paul Dunne 1 up going down the 18th in his match with Robbie Ziegler at the US Amateur Championship
27446,neutral,Paul Dunne makes a birdie at the 18th and is through to the last 32 at the US Amateur Championships after a 2up win over Robbie Ziegler
27447,neutral,I predict Frank Ocean will drop his album in the wee hours of Thursday night
27448,neutral,"""@Uzumaki_Narutox --Anymore missions you may need for me to do today"
27450,neutral,@hippomothamus @randomelginguy @taindogg and whoever else wants to see it... Paper Towns on Sunday?
27452,neutral,@geoffsheen760 sees name at top of leaderboard for tweet of the day. Immediately has Dustin Johnson like quad bogey. Finishes tied for 12th.
27454,neutral,"""@ABPhotography25 of it's an argument that ends that conversation"
27456,neutral,"""WWE Smackdown returns to Phx Oct. 27 @ US Airways Center. See World Champion Seth Rollins"
27457,neutral,@MainShinobi around what time on Thursday does kissanime upload the new Naruto episode
27458,neutral,Brock Lesnar wins on Sunday with a low blow into an F5...right?
27459,neutral,"""When Ice Cube said Bye Felicia"
27460,neutral,"""#worstroadtripever Only had one cassette in the car"
27463,neutral,Stefan Sabol with his 3rd hit and 3rd RBI knocks in David Wright to give St.Lucie a 5-2 lead.
27465,neutral,"""Honest to god"
27466,neutral,"""Have I shaken hands with the next Prime Minister? If it's Corbyn or Boris or Theresa May or Jeremy Hunt"
27468,neutral,St.Lucie Mets take a 5-3 lead to the 7th inning.  David Wright will lead off the bottom of the inning.
27470,neutral,"""David Wright is retired in the 7th inning on a nice play up the middle"
27471,neutral,"""I was in the paper Sunday. cuz of that I've had Dr.Hook's Rolling Stone in my head. They asked me my claim to fame"
27474,neutral,http://t.co/zhZTvwF3xx &gt;&gt; David Wright will make his return to the Mets on Monday in Philly http://t.co/6xgqm2F27h
27475,neutral,David Wright strikes out looking in the 8th inning with two outs and runners on 2nd and 3rd. Now 2-5 on the night.
27476,neutral,Rehab update: David Wright strikes out looking to end the 8th. Mets strand go-ahead run on 3rd base. 5-5 going to the 9th. #Mets
27477,neutral,Ball flying at Wrigley Field tonight. Kris Bryant and Dexter Fowler have both homered in the 3rd inning
27478,neutral,@rbrtlopez54 Kris Bryant with a two run home run cubs now only down bye 4 with 2 outs bottom of the 3rd
27479,neutral,Norris was acquired from Toronto in the David Price deal. https://t.co/afyU9PeY5B
27480,neutral,Convinced someone that Ice Cube wrote the song Friday by Rebecca Black hahahaha
27483,neutral,@TonyDungy if u supported Ray Rice i think he would be given a 2nd chance. Real Christians dont judge sins they help bring them to God
27484,neutral,"""@WWE"
27485,neutral,Ryan Braun hit his 252nd career HR today &amp; moved into 1st place on the #Brewers franchise HR list. He passed Hall of Famer Robin Yount. #MLB
27488,neutral,"""Gorzelanny finishes the AB"
27493,neutral,Latest update on Josh Hamilton's knee: Rangers may have to make a call one way or another Thursday: http://t.co/7QlKlMovx5
27495,neutral,"""While you may be able to kill 2 birds with one stone"
27496,neutral,@michaelgbaron can David Wright make some spot starts? Pitch the 7th inning?
27497,neutral,"""@Saints420ms Do you think The Undertaker will Defeat Brock Lesnar at Sunday's WWE """"Summerslam Event""""?"""
27500,neutral,If you're free Friday night after the Jason Aldean concert text me and let me know. Throwing a party.
27503,neutral,Wheelchair shopping tomorrow.  I want one that will blare Natural Born Killaz by Ice Cube when I enter a room #firstworldhandicappedproblems
27505,neutral,"""Try as hard as you may"
27506,neutral,@simon_kelley15 am i gonna see you in dunkin tomorrow
27507,neutral,"""Worth noting that Jays loss tonight could have been a David Price start but he was moved to Friday to face a """"better"""" opponent?"""
27509,neutral,"""May I just say Ice Cube tell yo fine son I said """" HAYYY """" lmaoooo"""
27511,neutral,im actually so ready for frank ocean to fuck with everyone saturday :(
27513,neutral,4th politics isn't about hypocrisy its about strengthening Muslims with strategy according to Islam and working for people welfare
27514,neutral,"""gamestop has this deal rn where if you buy a ps3 or Xbox 360"
27516,neutral,"""Cubs Video: Kris Bryant 4-for-4 with 17th HR"
27517,neutral,"""The Undertaker must DEFEAT @BrockLesnar this Sunday! Brock Lesnar has nothing to prove"
27518,neutral,@Khleo_T Who you going for this sunday at Summerslam? Undertaker or Brock Lesnar?
27519,neutral,Wisconsin Gov. Scott Walker will roll out his first big policy proposal Tuesday in Minnesota when he unveils his plan to repeal and
27520,neutral,Brock Lesnar Wo... - ESPN posted footage of Brock Lesnar manning the security gate at ESPN studios on Tuesday. http://t.co/xOVCZDcDOh
27521,neutral,standard English) this might be rendered: The reporting of Big Brother's Order for the Day in 'The Times' of December 3rd 1983 is
27522,neutral,I can neither confirm nor deny I may or may not be singing U2's Beautiful Day while working tonight
27524,neutral,"""@Chameleon_X_ @danywenger94 @80PDC Chameleon U may want to preach this to Muslims as they seem to """"misinterpret"""" too http://t.co/EVRWg28EaX"""
27526,neutral,Someone hangout with me tomorrow so I can show them the dance I made to Bad Blood. It's pretty fucking sick.
27528,neutral,So Naruto comes in the war this next episode then I think. Gonna have to watch this tomorrow doe.
27529,neutral,Candis Cayne puts speculation to rest: She is just friends with Caitlyn Jenner  19 August 2015  By: Greg... http://t.co/KvJOjHJ3Xz
27530,neutral,"""Curiosity may have killed the cat"
27534,neutral,@conservacuck @PaulinaForslund Throw in children and that may mean close to 5% of the population added in Muslims / year .. Great times!
27536,neutral,"""Nirvana will represent #TeamTwerk/The U.K. in the 3rd Popptartvision with the song """"Smells Like Teen Spirit"""" http://t.co/kNXJU1Jaax"""
27537,neutral,fortunefilmz Ighalo absence raises questions about Super Eagles forward options: Sunday Oliseh threw a major c... http://t.co/GTkqt7uLZ5
27541,neutral,"""Sunday Oliseh: """"I called Mikel Obi but he didn't pick up"""": The Super Eagles team list was released at the begi... http://t.co/JlpHXUzVBJ"""
27542,neutral,@DickBallsw0rth 4th is the one who sealed Naruto
27544,neutral,"""'Wanna go to the first freshers party?' 'Na I've just started watching Naruto for the 7th time"
27545,neutral,Now playing: Ice Cube `Friday` by @icecube - #Tunein @ http://t.co/GNK7W8WJZ9 - Buy it http://t.co/o4ViDq5gIM
27548,neutral,August 20 celebrity birthdays: Rolling Stone has named him the top rock and roll lead singer of all t... http://t.co/3NZxOHNvRl #Fashion
27550,neutral,"""Ich habe ein @YouTube-Video positiv bewertet: http://t.co/4njhci2kuC Sting saves Randy Orton from the Authority: WWE Raw"
27553,neutral,@washingtonpost @DesBieler there are people who like/support Trump but don't want to admit it..may not be Rousey though
27554,neutral,I still remember like 3 years ago.  Zayn told Harry that he was leaving the band on February 30th but he was joking and he said Harry cried+
27555,neutral,I am Allah : The Filip Lenaerts may go to paradise nirvana and that it is the truth. here and now Semper Fidelis.
27557,neutral,@xguccilou may be they dont wanna hurt the fans with zayn's pic with the boys!
27560,neutral,Michael Babatunde: Super Eagles midfielder expecting 1st child with wife http://t.co/0Zbvdhjgas
27561,neutral,"""@bgregory857 you may not know this but america is a majority white country"
27562,neutral,Our setup for the very 1st series of Big Brother when @ThisisDavina &amp; @radioleary were in charge! #ThrowbackThursday http://t.co/9VN21lAWSx
27563,neutral,Throwback Thursday to when I did a powerpoint in journalism on Zayn and presented it to the class
27564,neutral,I'm just sat here waiting for work to come around and Jimmy's at the Ice Cube q+a and I've just missed an opportunity to interview Kurt Vile
27568,neutral,"""Samson Siasia"
27569,neutral,Janet Jackson opens her tour Rogers Arena on Aug 31 Spin magazine just released a sample of her latest single single http://t.co/zK8eEqPwar
27570,neutral,Aviator sunglasses were invented to shield the sun from Chuck Norris' eyes.
27571,neutral,"""Hi David Wright : DaveMattWright"
27573,neutral,@king_patang the little boy that sat next to us on eid and had the long hair.
27574,neutral,"""Frank Ocean's new album is rumored to come out tomorrow"
27576,neutral,David Wright is 6 for 20 with 5 walks in five games with St. Lucie. He is scheduled to be back with the Mets no later than Monday. #LGM
27577,neutral,Dam tor and laa play Friday. David price is on the mound. Gotta get back to Yuma thou!shhiitttyyy
27578,neutral,2.) This is after both Trump and Scott Walker call for 14th ammendment rights to be taken away from the children of immigrants
27580,neutral,@ashleyfnemeth she won't. They're extreme Christians so they don't believe in divorce.. She just had their 4th child so she'll stay put
27583,neutral,Joel Obi  may miss out of the Super Eagles team to play Tanzania as reports from Torino say he will undergo more tests on a thigh complaint
27586,neutral,"""Ppl who've just got into Kpop recently may not be aware of 1st generation idols like H.O.T n Shinhwa"
27587,neutral,"""@redeyechicago @RiotFest I mean... I've seen No Doubt a few times. But c'mon"
27589,neutral,"""As of August 16"
27593,neutral,Well...looks like One Direction has finally decided to end the standoff. Thanks for the free Zayn promo though! https://t.co/NHdmdhDpY2
27594,neutral,@rnbzrince lol remember Zayn's old tweet that said to watch out for august 21st that's what we're joking about
27595,neutral,Wtf! I'm happy to see the video and all but why do you have to mention Zayn in every thing 1D does. Dafuq? https://t.co/jqnQaLoJs9
27598,neutral,As expected David Wright is getting the night off for St. Lucie tonight. Steven Matz is making his 2nd rehab start.
27599,neutral,@MegoLand I don't know. Chuck Norris may have something to say about that
27600,neutral,"""John Kasich: 'If I were king in America"
27603,neutral,"""I will give more solo dm with Zayn tomorrow"
27605,neutral,frank ocean actually dropped his album for those of you that don't know . dropped the 30th . it's in spotify
27607,neutral,"""@MsgrPope GOD bless you"
27608,neutral,I have 2 Jason Aldean tickets to sell for Friday night. $90 for the pair. Any takers??
27610,neutral,"""This may get LESS attention than Rousey v. Mayweather -- but 2 of 3 sets - lines the same"
27611,neutral,"""FRI at 10p ET on http://t.co/WuPc4jg66q it's THE SCORPION'S LAIR w/Jay Scorpion. NEW music from Iron Maiden"
27612,neutral,"""Is Big Brother playing games with U as well?? I'm stuck on same number since Wed. AM though I get 2 to 3 hundred Fol a day"
27613,neutral,I am still yet to see Zayn's full fledged smile with his tongue between his teeth after March :( #ZquadWantsZaynToSmile
27614,neutral,ZAYN is part of the illuminati #confirmed  https://t.co/iYbkdp15rZ
27615,neutral,Conference Call with Special Guest Scott Walker this Saturday!! - http://t.co/zsDpeqRLDK
27616,neutral,Buddy you need help so when is your uncle frank ocean releasing cause hahani Adele is going to take over  https://t.co/pzNoPEtRhj
27618,neutral,"""#Rangers have placed Josh Hamilton on the 15-day DL"
27620,neutral,#Rangers place Josh Hamilton on the 15-day DL retro to Aug 16 with left knee inflammation. Activate Will Venable
27621,neutral,Caitlyn Jenner Could Be Charged With Vehicular Manslaughter. She insists that she's innocent &amp; Bruce was the culprit! http://t.co/zWxDkeFDK1
27622,neutral,Liking how Tennessee Williams wrote a play named 'Candles in the Sun' obviously wondering if Frank Ocean read it.
27624,neutral,In case you're still calling Caitlyn Jenner a hero. http://t.co/N29ls2CciZ
27625,neutral,"""Super Eagles coach"
27627,neutral,"""My dads selling 4 tickets for the Jason Aldean"
27628,neutral,@WWESheamus are you ready for Sunday? To beat Randy Orton?!??
27629,neutral,Rangers OF Josh Hamilton has been placed on 15-day DL with injured left knee; team is 1.5 GB of 2nd AL Wild Card
27633,neutral,Scott Walker &amp; team Ringleader are in 1st place in overall points &amp; for most releases in the MidAtlantic Tournament! http://t.co/gBACClju1n
