,attitude,tweets
27045,negative,What if we make a celebrity death match between Bruce Jenner vs Caitlyn Jenner??..... #OfficeTalk #Monday #Hollywood
27048,negative,"""listen"
27051,negative,"""Tomorrow"
27053,negative,I thought Big Brother came on for the longest today and I just realized it's Monday and the foolery comes on tonight.
27083,negative,"""Scott Walker is getting so desperate"
27090,negative,Um...Bobby Jindal (&amp; Scott Walker) don't love America or its Constitution--particularly the 14th Amend @eliasisquith https://t.co/iUtkPwBH7H
27112,negative,Brock Lesnar coming to ESPN tomorrow. To be safe I am going 300 miles away. Let him kill @RoFloESPN and @TheCoachESPN
27128,negative,You may hear how a liberal protester was attacked at a Scott Walker rally in Iowa. It was planned and someone sent me the evidence.
27134,negative,"""You've just flushed your life down the toilet"
27142,negative,"""Scott Walker's Lies at the Fairgrounds A LIAR NEVER TELLS THE SAME LIE B/C THEY 4GOT WHAT LIE THEY TOLD IN THE 1ST PLACE"
27149,negative,All of the Santa Clauses that Chuck Norris sat on as a child are now paraplegic.
27158,negative,"""Carly Fiorina is a sad excuse for a successful woman. she may be a former CEO"
27163,negative,Janet Jackson is coming on September 18th I will give someone $50 to shoot her in the fucking face
27165,negative,"""this guy is devil himself but always calling Muslims """"Devil"""""
27166,negative,"""as if he doesn't sleep and 24/7 he's always preparing many ambushes for Muslims"
27173,negative,"""I could swear Carly Fiorina is that 6th grade teacher who beat me with a """"don't end a sentence with a preposition."""" http://t.co/It3AoL0VRD"""
27176,negative,Boko Haram extremists on Monday raided a village in restive northeast Nigeria's Borno state near the border with... http://t.co/6QQWDqbNCF
27183,negative,"""Yes"
27187,negative,"""@lilyonguan I am not"
27189,negative,"""El cor: Aug 18"
27191,negative,John cent vs Seth Rollins: am I the only one who's not gonna be happy Sunday in the John cena vs Seth Rollins ... http://t.co/SaUb0sIiNw
27193,negative,@MIkef45 Sadly for him (&amp; probably the Party) the Mili-brand has been seriously devalued. Even Big Brother's return may not 'relaunch' it
27199,negative,Donald Trump and Scott Walker would Negros back to Africa; they would try to change the 14th Amendment to the Constitution.
27205,negative,Somalia: the 2nd most dangerous country on Earth for Christians. Pray for #ThePersecutedChurch http://t.co/Tx0nAMm3XN http://t.co/ijZMgX0W0B
27211,negative,.@andrewrsorkin's dose of Carly Fiorina reality may be the most devastating one yet: http://t.co/WsDpI6hPFG
27216,negative,Listened to Brock Lesnar on ESPN radio this morning and a little disappointed he wasn't able to plug Logan Storley's 1st MMA match Friday.
27224,negative,"""@KreePoeTaw If Christians spent HALF as muc"
27226,negative,it's the 18th day of august. the month's ending. still no sign of frank ocean's album. i'm beginning to believe it was all a lie.
27228,negative,"""@TIME   Suge is right"
27235,negative,If you cant turn on Monday Night Raw and not get something out of it then something is wrong with you- Brock Lesnar #GOAT
27239,negative,"""Sad news! 150 people shot"
27248,negative,"""hey frank ocean"
27273,negative,"""Somebody tweeted """"frank ocean new album"""" with a link"
27276,negative,"""May Allah destroy your king"
27290,negative,"""Everyone around here in Ohio has Heroin and Pill problems"
27296,negative,"""America may run on Dunkin"
27308,negative,Brock Lesnar must put an end to this.. This dude be sneaking up on people in a dark arena.. Shit.. No one will cut the lights on Sunday
27313,negative,It is scary that Kris Bryant is the 4th best hitter on the cubs..
27316,negative,"""@MirjamSwanson @Andy_Bobcat This doesn't feel like Big Brother"
27319,negative,I won't be able to watch one direction at the apple music on the 22nd because of the sam smith concert and some things at school I'm sad
27321,negative,The amount of people I'm going to see come into Dunkin' tomorrow before their first day back to school will not be okay
27330,negative,#DescribeYourPhobia running into Caitlyn Jenner in the dark... or the light... or in the midday sun... or at all. I'm scared of ghouls
27332,negative,Finding people who can actually see Zac Brown Band with me on Friday is a struggle right now
27333,negative,TRUMP &amp; Scott WALKER are right.  We should amend the 14th Amendment of the US Constitution 2 allow deportation of IDIOTS-Like Trump &amp; Walker
27339,negative,@Auxi13Sheila Sad..but not the 1st time &amp; I'm a sports fan &amp; a kids for education bluff..its all Scott Walker..you cant feel but sad for Wi.
27341,negative,Rousey might be bad but she ain't got nothing on Cyborg  https://t.co/K2ezMyOTyl
27344,negative,"""Listening to """"Bad Blood"""" Remix with Kendrick Lamar...I may be old"
27348,negative,Frank Ocean is one of the last acts at FYF on Saturday and if he dips out I swear I'm going to riot
27351,negative,'BBC warned George Osborne it would have to axe BBC2 and BBC4 due to cuts' http://t.co/V3VVvavp0r via @mediaguardian
27359,negative,.@TeamCavuto @ktmcfarland Prez has weakened us; taken down missile shield (1st thing!); shut NASA; flooded us with Muslims; enemy 2 Israel.
27363,negative,Reports in Nigeria say as many as 60 people may have been killed after a raid on a village in the north-east by Boko Haram militants.
27370,negative,"""Racists NeoNazis march the streets"
27373,negative,The thought that Frank Ocean's album may be done and that he's just sitting on it to fuck with us... Ugh.
27383,negative,Some members of the Boko Haram sect have been killed by troops of the 26th Task Force Brigade in Gwoza
27402,negative,"""@ODEONCinemas went to Gateshead branch last night to watch Paper Towns at 8:40pm"
27408,negative,Reports in Nigeria say as many as 60 people may have been killed after a raid on a village in the north-east by suspected Boko Haram.
27409,negative,"""Manor Hospital"
27419,negative,@progressBFC @loki_poki5 @MBRoberts4004 talking of Muslims..now even Allah thinks you're evil http://t.co/65RgpcUTLT
27451,negative,"""Carly Fiorina is telling people in NH they should be """"incenting"""" teachers. It may be a word"
27461,negative,How about we fire John Kasich into the sun instead? https://t.co/W87GgtIQJj
27469,negative,I don't want Rousey to be Captain Marvel! She may be strong enough but she's not pretty enough.
27481,negative,@AHQ_AMD @KittenKoder @Atheist_DH @Atheist_Eh Perhaps you may be able to convert some Christians in a church but we're not idiots.
27492,negative,And Ice Cube still hasn't gotten the greenlight for that Last Friday movie
27494,negative,@DunkinDonuts @DunkinBoston Add on the mobile website too. I've completely lost access to my dunkin cards. So much for a run tomorrow :(
27502,negative,This is not good - Scott Walker wants to fire academics with whom he disagrees politically http://t.co/fHXnb09F3K
27515,negative,I don't understand why they scheduled  the Sam Smith concert on the 30th omg that's so long from now :-/
27525,negative,Who's gonna drop shit first @GERMJEEZUS or Frank Ocean the world may never know...
27531,negative,"""Jews"
27540,negative,"""Finding it bizarre how they keep having the Undertaker beat the shit out of Brock Lesnar"
27546,negative,'BBC warned George Osborne it would have to axe BBC2 and BBC4 due to cuts' | Media | The Guardian http://t.co/TMQovKK5SG
27547,negative,I think Nig &amp; Chad specifically need 2 coordinate info release about Boko Haram. Contradictions may hamper MNJTF operations @ContactSalkida
27558,negative,@ontariozolo @bullybers I never said ZAYN SOUNDS LIKE SHIT.. I said I thought he was 2nd best &amp; that they sound bad in that video!
27575,negative,"""Frank Ocean's new album is rumored to drop tomorrow and I hope it does"
27584,negative,Nigeria was promised to be rid of Boko Haram in 2 months by PMB.It seems it was a mere promise after all.@APCNigeria https://t.co/EhWiYi6UDG
27591,negative,What was the need to @ ZAYN? How thirsty are you bitch? https://t.co/7Xd4lO3Zzx
27592,negative,No need to mention Zayn here and create another drama. But fuck. What if it's the DMD MV fucckk https://t.co/FK72EUcIKm
27626,negative,That nigga Zayn may have twitter balls but he's still a soft nigga in my book
27630,negative,"""So"
27631,negative,BREAKING NEWS: Caitlyn Jenner May Face Manslaughter Charges in Fatal Car Accident.good he ain't above the law.make him pay.
27635,negative,Caitlyn Jenner may be responsible for the death of Jon Benet Ramsey (and someone else) http://t.co/KxfO3j6snM via @SFGate #LGBT
27637,negative,Caitlyn Jenner may be charged with vehicular manslaughter  Guess women really can't drive
27639,negative,Caitlyn Jenner may be charged with manslaughter after a fatal Malibu car crash http://t.co/vGtvfiD9Zb
27645,negative,#DragMeDownMusicVideo  trying to imagine the video but can't just thinking that tomorrow I'll see there  first music video without Zayn ...
27649,negative,"""Caitlyn Jenner may face manslaughter charges"
27650,negative,Caitlyn Jenner may face manslaughter charges in fatal car accident: Prosecutors have recommended the TV star f... http://t.co/H3BxrpzeEy
27651,negative,Caitlyn Jenner may be facing manslaughter charges n not cuz she cut off her junk!!! :D  #CouldntHelpMyself
27653,negative,"""Caitlyn Jenner may face manslaughter charges"
27658,negative,So Caitlyn Jenner may face manslaughter charges? Ironic she already slaughtered her manhood
27664,negative,Caitlyn Jenner Fears Going To Jail More Than She Did Transitioning: Caitlyn Jenner may be going to jail and th... http://t.co/lOu1hHtFCg
27665,negative,"""Jeff Foxworthy on Muslims: 1. If you grow and refine heroin for a living"
27667,negative,Caitlyn Jenner may face manslaughter charges for her involvement in a car accident. Oh the irony.
27669,negative,"""Me """"Caitlyn Jenner may get charged for manslaughter.""""  @gillianhilton13 """"at least it's not women slaughter"""""""
27673,negative,"""Caitlyn Jenner may face manslaughter charges in fatal crash"
27675,negative,Caitlyn Jenner may face manslaughter charge?! I guess I don't get it. I mean sure her transition was intentional but Bruce is still alive...
27678,negative,Caitlyn Jenner may have killed someone with her car but in her defense there was a problem with the tranny
27679,negative,Caitlyn Jenner may be charged with manslaughter. But Bruce Jenner was driving. Doesn't that lead to a defense of mistaken sexual identity?
27680,negative,Caitlyn Jenner may be serving jail time? What's the bad news?
