,attitude,tweets
24276,positive,I want Friday to come faster bc: http://t.co/1UfCHuyF3Q Myself comes out 2.Im seeing Paper Towns again 3.My freakin' cute niece comes
24284,positive,"""Nigeria's military said Monday it had """"besieged"""" Boko Haram positions in the Islamist militant group's... http://t.co/m5T4Tno4VH"""
24286,positive,at work still excited about Saturday's Rousey vs. Correia fight.
24288,positive,Hanging out at the Prince George mall! Already may have bought a few new outfits...
24293,positive,-Plan Rosy Stay In Garden City There are strong indications that the Super Eagles may camp in Port Harcourt in... http://t.co/LsvweuyFb1
24299,positive,Great to see David Price tie Blue Jays strike out record as 1st time hurler for Jays who tighten wild card race with big win over Minn.
24301,positive,Wow. If the UFC follows through with Co headliners of Mcgregor vs Aldo and the next Rousey fight both on Dec 5th... Im buying that fight!!!
24303,positive,Great game by David Price and the Blue Jays!!!! #Jays Loved that 4th inning!
24304,positive,"""Apart from the 4th inning mastery by David Price"
24306,positive,"""Wow. New Jay pitcher David Price comes as advertised. 8 innings"
24308,positive,What's a better way to end off the August long than David Price's 8IP 11k's?  SCRUFFY MURPHY'S TRIVIA TONIGHT 9pm ;)  Gonna be a great show
24310,positive,David Price does the #Tigers a favor in his 1st #BlueJays start. Jays W vs #Twins pulls Detroit 1/2 game closer 2 2nd WC. Now 3 gms back.
24311,positive,@bluejays David Price getting you excited to watch the Jays play again. #11ks #wins October baseball? https://t.co/l0YYWZZ8nr
24313,positive,Sunday oliseh! i was skeptical first when he was announced as the new Super Eagles coach. as at now? he has my full support!
24315,positive,Saw Ant-Man tonight and loved it! Here's my blog review: https://t.co/oV4GXcgxyh Any views appreciated! #AntMan #marvel
24318,positive,Oh just drinking a Westy on a Monday night listening to some Nirvana. #maternityleave http://t.co/MwO7RL8BCo
24320,positive,90% of my love for the WWE comes from watching Seth Rollins get punched in the face. Ready for Monday night RAW
24321,positive,We had David Price 1st in our #FanDuel projections today. His 22 pts today ties him for 10th on the list of highest SP scores this season
24323,positive,my monday has consisted of Paul McCartney on a loop in my head and craving honey barbecue boneless wings with ranch from bdubs
24326,positive,@Caradelevingne @johngreen @natandalex  I'm going to see Paper Towns for the second time tomorrow.I love this movie.(Love you Cara!)
24328,positive,John Kasich may be the most genuine of all of the candidates #VotersFirst
24333,positive,"""Looking forward to Monday Night Raw"
24337,positive,David Price's 1st win as a Jay! Incredible day at the ballpark!! http://t.co/MB2QbpPEUh
24349,positive,C'mon we all know Seth Rollins is going to win. #WWEchampionship #RAW
24352,positive,Lance McCullers strikes out Josh Hamilton - his first out of the inning.  Now on pace to throw 96 pitches in the 1st. #onpaceguy
24358,positive,Fianlly gaming review of Moto G3 and it is a solid performer! 7 Graphics heavy games with Moto G 3rd generation! https://t.co/93wbYflQ0A
24360,positive,"""Zac Brown Band is about to put on an amazing show"
24361,positive,Took the day off work and treated babe to some Big Biscuit and saw Ant-Man. Some Monday's aren't too bad.
24363,positive,@Taybay_2012 wouldn't it be great if there was someone to bring us Dunkin tomorrow  (cough) @NikMoore_
24364,positive,David Price is gonna be hellafun every 5th day.
24370,positive,July 4th is Independence day. And the day Chuck Norris was born. Coincidence? I think not.
24372,positive,"""Been on a huge Beatles binge since I heard Paul McCartney play this past Friday night. Even though I wasn't in the crowd"
24373,positive,"""So Adrian nearly has as many fantasy points for my team as David Price does. 35 for Adrian"
24377,positive,Great day for baseball. David Price kills it in his debut for the Jays and then the Braves walk off in the 12th.  Love this game!!
24379,positive,Football update    7pm Scrimmage game v JCM Tuesday night at USJ.   Rumor has it that Chuck Norris and Hulk Hogan will fight at halftime.
24380,positive,I just have a very strong connections with Paper Towns. Probably my 2nd favorite book of all time.
24383,positive,"""@nkuchibhotla Then again"
24386,positive,tomorrow will be the day I get up and go to dunkin in the morning I feel it
24390,positive,tae: .  me: Hello there! So my 18th birthday is coming up soon and I am a huge Tae fan. I don't know much about KPOP or anything but i wante
24391,positive,Just watched Sunday's Big Brother @CBSBigBrother James has the biggest balls #Wow #bigbrother @JohnjayVanEs @richberra @brittneycastle1
24392,positive,Hey Steve. Texas may have signed Beltre and Toronto signed David Price. But that left Cespedes for the rest of us!! Happy Festaviss New york
24393,positive,Want to start reading Paper Towns tomorrow. My sister told me the movie was awesome!
24400,positive,Hurray @jeremycorbyn for telling the truth about George Osborne's Northern powerhouse fairy stories http://t.co/bYv3PqTbvP #jeremy4leader
24401,positive,Bringing you these affordable euphoric music fests this august!  Nirvana: Where Time Stands Still  PICC Forum 8... http://t.co/mX8aRvpM0D
24403,positive,"""I liked a @YouTube video http://t.co/ICR1moTcbh (5th Edition D&amp;D) From the Astral Season 1"
24410,positive,"""In-depth review of the spectacular @MotorolaUK Moto G (3rd gen)"
24411,positive,"""Song of the Day: Heavy is the Head by Zac Brown Band / Chris Cornell  Good morning and happy Tuesday"
24413,positive,Long live the independent #bookstore. This one is recalling Watchman. http://t.co/P26yMoxTUl
24415,positive,"""im going to see Paper Towns"
24420,positive,"""No matter what Drake tells you"
24423,positive,The Tigers may be calling up Matt Boyd: He's pitcher number two they received in the David Price deal.  http://t.co/6WeTnVWJ7s
24425,positive,"""Indiana friends: anybody have any interest in going to see Zac Brown Band on 13 September? Close to Indy"
24426,positive,Austin Armacost confirmed for Big Brother: The Mirror has revealed that Austin was in the running for January'... http://t.co/oVAIjRJ38r
24430,positive,Nirvana on the radio. Happy Tuesday
24440,positive,David Price rolls up the rim @TimHortons Sunday and a win for the #Jays   Welcome to #Canada David. http://t.co/3RnssaGJn6
24446,positive,"""Paul McCartney said; Great job!!! i liked it!! Jul 31"
24447,positive,"""// So"
24449,positive,The Zac Brown Band will play Fenway Park this Friday - Sunday. Don't miss it! http://t.co/je5jPXRpBC
24451,positive,"""Cannot wait to see Ant-Man and Southpaw with @neckcellent tomorrow! I need this downtime"
24456,positive,@lollapalooza is there a way to go back and watch some of the performances from the weekend? I want to relive Friday and Paul McCartney
24460,positive,@JMV1070 totally Rousey. Misha Tate took her to the 3rd round time last time and has gotten better
24465,positive,"""It's official Floyd Mayweather vs Andre Berto September 14th MGM Grand"
24471,positive,Gov. Chris Christie &amp; fmr Gov John Kasich get the final two spots in the Fox News debate Thursday. Gov. Rick Perry among those left out #GOP
24480,positive,A special Tuesday night movie with nephew today.  We went to see Ant-Man. It was much better than I had anticipated. A nice old school vibe.
24482,positive,ET Review: Motorola Moto G (3rd Gen): We have always recommended the Moto G for budget-conscious users w... http://t.co/xMamzHcmJt #News
24484,positive,May Allah accept this dua. I ask Allah to rectify the Muslims and bring us back to the Deen of Allah.
24487,positive,"""Wow"
24490,positive,Bad Blood by Taylor Swift feat. Kendrick Lamar stays in Top 5 for 11th week on the Billboard Hot 100; peaked at #1
24493,positive,"""Ant-Man felt like the 1st IronMan movie 2 me. That's good. It did feel like 2 films grafted onto each other. Not as good"
24496,positive,Paul McCartney at @lollapalooza on Friday! I wish I could go back to that day #PaulMcCartney http://t.co/gemoiKyOR8
24498,positive,I'm going home tomorrow and I better have power at my house by 8pm so I can watch Big Brother
24503,positive,super excited for Jason Aldean and Kenny Chesney on the 15th because it has been way too long since i have been at a country concert.
24505,positive,"""@The_Xzav I'm gonna see Ant-man tomorrow"
24507,positive,Last day at Dunkin tomorrow!
24508,positive,david price is a blue jay and the blue jays are in a playoff spot in august. im extremely happy with the way things are right now
24511,positive,Josh Hamilton hits an RBI Double to give the Rangers a 4-2 lead in the 4th!! #Game106
24513,positive,"""If McGregor and Rousey are scheduled on December 5 in Dallas"
24518,positive,Ryan Braun stays hot! He doubles off the wall in right-center with one out in the 7th. #Brewers
24526,positive,Co-Editors enjoying the last days of summer with Paper Towns and NativeWings!See you tomorrow @ freshmen orientation! http://t.co/XUxy0AFDNb
24528,positive,"""@NattieAndBellas could you please let me know what randy orton does tomorrow"
24536,positive,"""Princess Charlotte may have stole the show"
24540,positive,We start the morning with news that Floyd Mayweather will face Andre Berto on Sept 12!  Odds: http://t.co/HdxCJoV40k http://t.co/K9XKvf9WBV
24542,positive,"""Coach of the Super Eagles"
24543,positive,Floyd Mayweather puts undefeated record on the line with announcement of final fight http://t.co/ZIVndh6mce
24545,positive,"""'Floyd Mayweather to face Berto on 12 September.' Good luck"
24547,positive,Another awesome Wed night @SBS2 @marcfennell this time with the man who killed Chuck Norris #TheWayOfTheDragon http://t.co/cYzxhwc5no
24548,positive,@MikeAndMike Rousey over Floyd everyday of the week and twice on Sunday. #BestFight
24549,positive,May Allah save and protect the Muslims in CAR http://t.co/iruDC2CFfX
24551,positive,Welcome to Lukmon Osukoya's Blog: Boko Haram may be receiving its funding from the p... http://t.co/6Ac5AyNj1D
24553,positive,Moto X Style and Moto G (3rd gen) hands-on http://t.co/o5p1AwwnNR via @gsmarena_com moto is the best
24554,positive,Sat for 3 hours in a restaurant to watch Rousey for 34 sec. &amp; I would do it again!!! #Rousey #BestFight @MikeAndMike @Espngreeny
24559,positive,'David Price' appeared on Tuesday 4 at the 6th place in the Top20 of Ottawa's Trends: http://t.co/VILYLCOQ1R #trndnl
24562,positive,@TimesNow It is good news for Times Now as the terrorist may be glorified like Yakub.
24572,positive,"""Review: Motorola Moto G (3rd Gen): Motorola's mid-range masterpiece"
24573,positive,Thank you Rolling Stone for publish drinking game rules for tomorrow's debate. We are using it in Madrid
24577,positive,if anyone wants to take me to the Jason Aldean concert either August 28th or 29th please feel free!!
24582,positive,If you liked Ant-Man you may enjoy Law and the Multiverse's discussion of the whole robbery/burglary distinction.  http://t.co/3H0fDKB9Ui
24585,positive,"""Today in Beatles History (May 26"
24588,positive,@beanbagboy you and me both. Was chatting to @olwenhoff about 4th wall breaking after Ant-Man
24589,positive,"""Review: Motorola G 3rd Gen: With its great camera and funky design"
24590,positive,Congratulations! Hulk Hogan reached the end of the 1st line of his keyboard. Now we try with these letter things :) https://t.co/ifUox0LIuf
24595,positive,Patiently waiting for a 2nd #AllStar season of Big Brother. C'monnnn! Consider it for #BB18 Please &amp; Thank you @CBSBigBrother #BB17 @delon03
24596,positive,"""This house may be old"
24597,positive,"""You may have seen sexy"
24604,positive,@mongbow Happy birthday for tomorrow! May you get the naked Seth Rollins you've always wanted ;)
24605,positive,@TaraReid can't wait to see what happens to April in sharknado 4 hope she lives
24608,positive,@JeffWeldon21 Been watching Big Brother since Season 1 &amp; ur the 1st houseguest to follow me. Love that u take time 2 interact with ur fans.
24610,positive,@BrothaNoompsey booo. You going to any games this weekend? David price on Saturday in the BX
24612,positive,I have a huge midterm tomorrow so I was listening to Iron Maiden to help with my anxiety but now I just wanna watch Game of Thrones :/
24615,positive,Thanks again Eastside! We're off to party with the fancy Hollywood types at Big Brother. Back at it on Fri. Post the spots tomorrow night.
24618,positive,He also opened for Jason Aldean in April. And he put on a good show too! &lt;3 Tyler Farr &lt;3 &lt;3 &lt;3 Kristi http://t.co/D5YDBH4LJ4
24619,positive,One of my favorite match of  #SummerSlam of all time is when The Rock take on Brock Lesnar for the 1st time ever in his career for the champ
24623,positive,"""@ParisCarney great pic of both of you! How time flies"
24624,positive,Adrian Neville and Seth Rollins blew the roof off of that place on Monday Night Raw and Adrian Neville you did awesome!!!!!!
24628,positive,@Vaehsus_ @runtheworId @_NickiNic_ @Peace2Kiara Aaliyah also known as having her 2nd album listed in Rolling Stone's best albums of the 90s
